Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List,Preparation_Steps,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability,Cluster,Silhouette
R1447,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,72,Medium,U289,None,1,Feedback 1447,2024-01-17,Fall,Dinner,5,241,,12.03,347,Yes,3,0.2877786599139866
R1448,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,30,Medium,U850,Gluten-Free,5,Feedback 1448,2024-05-06,Fall,Lunch,2,300,,13.55,309,No,0,0.32189566793738406
R1449,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,49,Hard,U748,Vegetarian,5,Feedback 1449,2024-08-17,Spring,Lunch,2,650,Dairy,13.08,320,No,4,0.3745918440783235
R1450,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,53,Easy,U417,None,3,Feedback 1450,2024-04-26,Summer,Lunch,1,236,Gluten,12.87,207,No,1,0.30515227467850325
R1451,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,61,Easy,U431,None,1,Feedback 1451,2024-06-19,Fall,Casual,6,376,Gluten,16.14,297,No,1,0.34090646373228833
R1452,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,28,Medium,U470,None,1,Feedback 1452,2024-05-13,Spring,Lunch,1,339,,6.4,211,Yes,3,0.2710464316356657
R1453,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,84,Easy,U931,None,4,Feedback 1453,2024-12-10,Fall,Casual,5,773,Gluten,8.42,259,Yes,1,0.23833735070305115
R1454,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,21,Medium,U713,Gluten-Free,1,Feedback 1454,2024-04-27,Winter,Casual,6,657,,14.13,176,No,0,0.2946295086598942
R1455,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,78,Easy,U529,None,5,Feedback 1455,2024-10-23,Fall,Casual,1,525,Gluten,13.18,245,Yes,1,0.3341844637191562
R1456,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,69,Medium,U583,Gluten-Free,1,Feedback 1456,2024-03-29,Winter,Lunch,2,260,,8.81,341,No,0,0.29895650956211595
R1457,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,82,Easy,U956,None,1,Feedback 1457,2024-02-09,Fall,Casual,6,494,Gluten,18.79,370,Yes,1,0.26208502667415123
R1458,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,26,Medium,U135,Gluten-Free,4,Feedback 1458,2024-03-22,Winter,Casual,2,468,,5.93,487,No,0,0.2443377924735462
R1459,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,48,Easy,U620,Vegan,5,Feedback 1459,2024-08-08,Fall,Party,4,655,Soy,19.55,244,No,2,0.2967003808531197
R1460,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,45,Medium,U772,Gluten-Free,5,Feedback 1460,2024-06-30,Winter,Casual,5,712,,6.69,156,Yes,0,0.28138138261580914
R1461,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,81,Hard,U498,Vegetarian,4,Feedback 1461,2024-10-08,Winter,Dinner,4,449,Dairy,12.81,356,Yes,4,0.33512503078928424
R1462,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,83,Hard,U817,Vegetarian,3,Feedback 1462,2024-10-23,Spring,Dinner,2,386,Dairy,19.04,230,No,4,0.2768439436432905
R1463,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,64,Hard,U568,Vegetarian,1,Feedback 1463,2024-12-14,Spring,Dinner,2,338,Dairy,18.44,132,Yes,4,0.2890994671715397
R1464,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,53,Easy,U801,Vegan,3,Feedback 1464,2024-10-22,Winter,Casual,4,353,Soy,13.7,441,Yes,2,0.32424894307545915
R1465,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,85,Medium,U841,Gluten-Free,5,Feedback 1465,2024-05-26,Winter,Dinner,1,702,,15.35,255,Yes,0,0.2868921718885012
R1466,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,37,Medium,U333,None,4,Feedback 1466,2024-09-16,Winter,Casual,5,242,,9.9,475,No,3,0.25023481621783966
R1467,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,83,Medium,U748,Gluten-Free,5,Feedback 1467,2024-02-16,Fall,Lunch,3,735,,8.21,249,No,0,0.27265134714787825
R1468,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,85,Hard,U907,Vegetarian,1,Feedback 1468,2024-11-16,Winter,Party,3,685,Dairy,14.72,481,No,4,0.24733651218314964
R1469,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,66,Medium,U752,Gluten-Free,5,Feedback 1469,2024-12-27,Fall,Party,3,581,,7.81,244,Yes,0,0.3432111975052429
R1470,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,64,Hard,U520,Vegetarian,3,Feedback 1470,2024-02-12,Summer,Lunch,5,752,Dairy,8.05,149,No,4,0.28863054808964184
R1471,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,36,Easy,U110,Vegan,5,Feedback 1471,2024-03-30,Spring,Dinner,1,476,Soy,5.37,212,No,2,0.2873967372648271
R1472,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,73,Medium,U992,None,5,Feedback 1472,2024-01-10,Summer,Casual,3,601,,10.63,423,No,3,0.29982177272808475
R1473,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,21,Easy,U565,None,1,Feedback 1473,2024-04-05,Fall,Lunch,2,755,Gluten,18.17,439,Yes,1,0.21380499264768332
R1474,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,35,Easy,U638,None,5,Feedback 1474,2024-03-28,Spring,Party,2,408,Gluten,15.33,215,No,1,0.3383992037520877
R1475,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,59,Hard,U144,Vegetarian,5,Feedback 1475,2024-05-01,Winter,Casual,6,462,Dairy,19.91,229,Yes,4,0.31166667996191977
R1476,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,19,Hard,U383,Vegetarian,4,Feedback 1476,2024-10-16,Spring,Party,2,203,Dairy,6.22,316,Yes,4,0.2149799207899397
R1477,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,55,Hard,U420,Vegetarian,4,Feedback 1477,2024-12-06,Summer,Casual,6,216,Dairy,13.62,301,No,4,0.31231958456505043
R1478,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,40,Easy,U865,None,4,Feedback 1478,2024-12-21,Summer,Party,4,392,Gluten,18.88,386,No,1,0.28402150326469244
R1479,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,75,Hard,U837,Vegetarian,1,Feedback 1479,2024-04-20,Spring,Casual,2,439,Dairy,12.41,193,Yes,4,0.35752910585343023
R1480,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,58,Medium,U711,None,5,Feedback 1480,2024-11-22,Winter,Lunch,6,387,,13.57,154,No,3,0.3404550242983564
R1481,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,52,Easy,U859,Vegan,4,Feedback 1481,2024-01-16,Winter,Lunch,6,684,Soy,6.73,214,Yes,2,0.29359306264172574
R1482,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,67,Easy,U506,Vegan,4,Feedback 1482,2024-04-14,Spring,Dinner,6,459,Soy,16.38,475,No,2,0.29472338335393167
R1483,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,62,Hard,U597,Vegetarian,1,Feedback 1483,2024-09-20,Summer,Casual,1,463,Dairy,19.13,373,Yes,4,0.3067623150894081
R1484,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,74,Easy,U600,None,5,Feedback 1484,2024-07-11,Spring,Dinner,2,738,Gluten,8.45,440,Yes,1,0.24205616894565202
R1485,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,51,Medium,U832,None,4,Feedback 1485,2024-08-26,Summer,Casual,1,576,,8.91,463,Yes,3,0.2967658460905693
R1486,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,53,Hard,U191,Vegetarian,5,Feedback 1486,2024-07-24,Winter,Party,4,591,Dairy,9.54,204,No,4,0.37355727748810447
R1487,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,75,Hard,U333,Vegetarian,1,Feedback 1487,2024-03-09,Fall,Casual,2,607,Dairy,16.99,173,Yes,4,0.31747006787843657
R1488,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,79,Hard,U331,Vegetarian,1,Feedback 1488,2024-03-20,Summer,Party,6,501,Dairy,6.12,344,No,4,0.2931768061130927
R1489,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,34,Easy,U776,None,5,Feedback 1489,2024-12-30,Fall,Party,4,570,Gluten,8.17,93,Yes,1,0.2713767609971545
R1490,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,44,Medium,U721,Gluten-Free,4,Feedback 1490,2024-05-28,Fall,Casual,6,291,,8.78,235,Yes,0,0.32096514770836343
R1491,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,59,Medium,U513,Gluten-Free,1,Feedback 1491,2024-11-04,Winter,Dinner,2,574,,14.97,99,Yes,0,0.3189812409870148
R1492,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,88,Hard,U576,Vegetarian,1,Feedback 1492,2024-08-27,Fall,Lunch,2,249,Dairy,18.53,287,No,4,0.23942202044682137
R1493,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,32,Medium,U431,None,2,Feedback 1493,2024-03-22,Winter,Party,3,338,,10.08,237,No,3,0.32468161717615
R1494,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,56,Hard,U180,Vegetarian,3,Feedback 1494,2024-07-17,Summer,Dinner,1,646,Dairy,18.83,197,Yes,4,0.3131099758205583
R1495,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,62,Hard,U212,Vegetarian,4,Feedback 1495,2024-07-15,Fall,Lunch,5,728,Dairy,5.31,492,No,4,0.2244391198174708
R1496,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,19,Medium,U803,None,2,Feedback 1496,2024-01-29,Winter,Lunch,2,556,,16.4,385,Yes,3,0.2776838130888171
R1497,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,48,Hard,U110,Vegetarian,4,Feedback 1497,2024-11-01,Fall,Party,6,272,Dairy,11.24,202,No,4,0.33241195681482283
R1498,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,24,Medium,U203,Gluten-Free,2,Feedback 1498,2024-01-18,Fall,Dinner,1,358,,13.89,343,Yes,0,0.31821862158161995
R1499,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,67,Easy,U394,Vegan,4,Feedback 1499,2024-07-06,Winter,Casual,4,506,Soy,6.35,337,Yes,2,0.30704679903607357
R1500,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,84,Hard,U780,Vegetarian,3,Feedback 1500,2024-01-16,Winter,Party,6,744,Dairy,19.29,464,Yes,4,0.21164494718154167
R1501,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,65,Medium,U261,Gluten-Free,3,Feedback 1501,2024-09-01,Spring,Party,1,667,,6.94,135,Yes,0,0.2857235098783267
R1502,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,88,Easy,U490,Vegan,5,Feedback 1502,2024-04-08,Winter,Party,6,485,Soy,6.09,120,No,2,0.23240000252608775
R1503,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,52,Easy,U499,Vegan,1,Feedback 1503,2024-04-05,Spring,Casual,3,767,Soy,15.87,215,No,2,0.29955882916207416
R1504,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,37,Easy,U146,None,3,Feedback 1504,2024-11-13,Summer,Party,3,656,Gluten,11.43,168,No,1,0.3165148445655298
R1505,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,71,Hard,U658,Vegetarian,5,Feedback 1505,2024-08-08,Fall,Party,1,563,Dairy,11.24,334,Yes,4,0.36918628018780786
R1506,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,60,Medium,U914,Gluten-Free,2,Feedback 1506,2024-07-23,Fall,Dinner,5,556,,5.3,219,No,0,0.30573365729832774
R1507,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,83,Hard,U955,Vegetarian,1,Feedback 1507,2024-01-08,Winter,Casual,1,778,Dairy,9.96,481,No,4,0.22936577943285302
R1508,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,34,Hard,U475,Vegetarian,3,Feedback 1508,2024-04-12,Summer,Party,2,791,Dairy,11.32,154,No,4,0.28298352360500245
R1509,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,49,Medium,U609,None,3,Feedback 1509,2024-05-24,Spring,Casual,5,306,,12.11,294,Yes,3,0.347246782032206
R1510,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,89,Easy,U388,None,5,Feedback 1510,2024-11-23,Winter,Party,5,635,Gluten,12.58,86,No,1,0.23759377604590257
R1511,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,49,Hard,U404,Vegetarian,2,Feedback 1511,2024-02-23,Summer,Party,2,426,Dairy,9.0,409,Yes,4,0.33463524915747755
R1512,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,39,Medium,U240,None,5,Feedback 1512,2024-08-31,Fall,Casual,4,705,,7.45,123,No,3,0.26403025851000034
R1513,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,66,Medium,U220,Gluten-Free,5,Feedback 1513,2024-04-11,Summer,Lunch,2,601,,19.85,165,No,0,0.275078873201191
R1514,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,43,Easy,U966,None,5,Feedback 1514,2024-06-30,Spring,Dinner,2,376,Gluten,8.7,404,No,1,0.3072362184156976
R1515,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,69,Medium,U220,None,4,Feedback 1515,2024-11-29,Winter,Dinner,6,641,,5.03,51,Yes,3,0.213679343781368
R1516,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,72,Easy,U699,None,4,Feedback 1516,2024-03-06,Winter,Casual,5,595,Gluten,15.0,215,Yes,1,0.3274799288545017
R1517,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,51,Medium,U882,Gluten-Free,5,Feedback 1517,2024-01-01,Summer,Party,2,406,,5.57,281,No,0,0.3129941920533426
R1518,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,28,Easy,U393,Vegan,5,Feedback 1518,2024-08-17,Fall,Party,2,205,Soy,17.56,104,Yes,2,0.2327921842509169
R1519,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,58,Easy,U545,Vegan,4,Feedback 1519,2024-06-10,Summer,Party,2,615,Soy,18.41,189,Yes,2,0.3154205165961062
R1520,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,27,Easy,U119,None,5,Feedback 1520,2024-04-18,Fall,Lunch,5,320,Gluten,14.6,257,No,1,0.30701162723994657
R1521,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,44,Easy,U289,None,3,Feedback 1521,2024-11-27,Summer,Party,4,774,Gluten,19.93,125,Yes,1,0.21771882777167997
R1522,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,44,Hard,U953,Vegetarian,2,Feedback 1522,2024-01-14,Summer,Lunch,1,438,Dairy,9.97,429,No,4,0.3301678154565336
R1523,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,24,Easy,U489,None,4,Feedback 1523,2024-01-18,Fall,Casual,3,337,Gluten,17.92,157,Yes,1,0.25708693549143935
R1524,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,25,Hard,U234,Vegetarian,5,Feedback 1524,2024-08-08,Winter,Lunch,5,229,Dairy,9.86,90,Yes,4,0.23929172241434302
R1525,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,86,Easy,U526,Vegan,3,Feedback 1525,2024-10-15,Spring,Party,4,565,Soy,9.94,224,No,2,0.30073060815795843
R1526,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,33,Easy,U851,Vegan,1,Feedback 1526,2024-10-17,Spring,Party,4,458,Soy,19.96,244,Yes,2,0.29334376796810524
R1527,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,57,Medium,U248,None,2,Feedback 1527,2024-08-11,Summer,Dinner,5,529,,19.95,273,No,3,0.293620570439551
R1528,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,82,Hard,U834,Vegetarian,3,Feedback 1528,2024-08-11,Summer,Casual,2,281,Dairy,7.15,302,Yes,4,0.26835915654321874
R1529,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,58,Easy,U940,Vegan,1,Feedback 1529,2024-04-12,Fall,Lunch,1,798,Soy,7.12,368,Yes,2,0.25315020552374956
R1530,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,27,Easy,U337,Vegan,3,Feedback 1530,2024-12-17,Winter,Casual,1,454,Soy,15.31,108,Yes,2,0.29926702173732667
R1531,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,73,Medium,U505,None,2,Feedback 1531,2024-04-30,Winter,Party,6,705,,16.69,153,No,3,0.2689137462045559
R1532,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,26,Hard,U173,Vegetarian,5,Feedback 1532,2024-07-28,Spring,Party,5,785,Dairy,16.81,333,Yes,4,0.2596486644154211
R1533,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,57,Easy,U743,Vegan,4,Feedback 1533,2024-08-05,Fall,Party,3,580,Soy,17.0,228,No,2,0.3540675441854239
R1534,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,34,Easy,U433,None,4,Feedback 1534,2024-12-14,Winter,Lunch,5,714,Gluten,10.78,94,Yes,1,0.2610492394515511
R1535,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,89,Hard,U486,Vegetarian,5,Feedback 1535,2024-09-05,Spring,Casual,2,594,Dairy,7.04,461,Yes,4,0.2396537248261377
R1536,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,27,Easy,U892,Vegan,4,Feedback 1536,2024-05-28,Spring,Party,4,613,Soy,11.84,286,Yes,2,0.33626789529119244
R1537,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,89,Easy,U899,None,3,Feedback 1537,2024-12-23,Winter,Casual,1,390,Gluten,15.78,54,Yes,1,0.22079006797578477
R1538,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,58,Easy,U338,Vegan,2,Feedback 1538,2024-03-09,Summer,Dinner,6,405,Soy,14.06,249,No,2,0.3867420125142643
R1539,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,54,Easy,U917,Vegan,5,Feedback 1539,2024-03-27,Fall,Party,4,669,Soy,18.67,149,No,2,0.2869864283002132
R1540,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,16,Medium,U353,Gluten-Free,3,Feedback 1540,2024-08-08,Fall,Casual,3,262,,15.82,163,Yes,0,0.23964857436183515
R1541,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,31,Hard,U823,Vegetarian,2,Feedback 1541,2024-03-02,Winter,Party,2,726,Dairy,10.66,458,No,4,0.2643135035513039
